removed_label,accuracy,summed_vectors,label,epsilon,layer,g_w
0,0.9779999852180481,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
1,0.9807999730110168,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
2,0.9789999723434448,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
3,0.9783999919891357,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
4,0.9805999994277954,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
5,0.9814000129699707,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
6,0.979200005531311,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
7,0.9779999852180481,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
8,0.9768000245094299,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
9,0.9801999926567078,"[[-0.09600961 -0.00705084 -0.0009186  ...  0.00689524 -0.00496897
   0.00059908]
 [ 0.00577044 -0.01187151  0.00504992 ...  0.00144266 -0.00512334
  -0.00026149]
 [-0.01510134  0.0022132   0.00783166 ...  0.00247279  0.00065714
  -0.00120445]
 ...
 [-0.12666595 -0.02112913 -0.00500602 ... -0.00515992  0.00569972
  -0.00542107]
 [-0.0169945   0.02097794  0.00424034 ... -0.00310119 -0.00180063
   0.00171023]
 [-0.05790718  0.01712304  0.01292805 ... -0.00243162 -0.00055587
  -0.00606102]]","[29  5  1 38 26 16 12  6  1 16  2 29 25 34 31  0 19 10 10 26 27 19  2 16
 18 26 29  3 16 19 29 32 10 15 12 23 32  2 18 36  0 22  5 26 10 12  6  1
 39 26 14 16 38 26 39  4 24  7 25 38 16  7  1 15 15 29 29 26 10  1 33 39
 29 32  6  7 16 38 29 24  2 19  7  7 26 12 12 12 16 37  9 38 29  7 26 37
 12 32 38 37 12  3 22 11  6 38 37  3 12 26 18 31  2 24 19  6 34 18 26 32
 16 33 30 18 16 38 10  3  9 10 34  2 23 39  0 10  0  1 14 16 38 19  7 24
  5  7 26 18  0 15 21 10 25  2  1 23 14  6 16  8 37 12 12  7 15 31 15  5
  0 11 10 23 18 16  7  8  6 29 32  3 40 14 23 37  3 12 24 16 15  8 10 17
 10 22 13  1 16 12 39 15 16 18 11 24 22 26 30 16 13 27 26 38 11 40  0 29
 37 35 33 31 16 18 22 25  2 16 28  2 15 29 39 11  7 31 11 26 33 34 31 30
 32  7 14 19 11 18 11 16 23  1 31 10  4  7  0 34 16 21 24  1  3  2 30 38
 15 31 19 37  3 13 30 13 31 34  3 26 23 38 14 19 16 16 21 14 16 19  4 16
 33  2  1 36 33 18  8 33  7  7 31  2  2  1 31 38 38 29 16 24 24 26 39  1
 33 37 25 40  0 31 32 16 29 14 19 11 21 20 15  1 31  8  1 18 32  8  5 29
 40  1 32  8  2 21  9 34 12 16 37 15 16 26 14 15 18 23 16 38 32  3 15 28
 34 21 33 24 23  2 30  2 38  1  3 16 15 37 25 16 15 10  6 11 24 14  9 26
 12 12 38 38  7 36  7 31 10 19 11 24  3 16 39 39 34 19 16 10 18 18  1 11
 38 34  2  4  7  6  5 21 16 18 23 38 30 16  2 18 19 16 19 30 38  2 21 16
  6 33  7  0 16 23 34 37 15  1 12  1 21 24 15 10  2 10 34 38  7 26 38 12
 38 23 36 15  1 32  3 38 15 26 10  0 16  3 18 19 10 24 29 39  3  5 12 31
 15 24 12 12  2  6 23 26  1  2 39 12 33 17 38 16  9 24 37 30 12 39  8 28
  1  3 26 26 23  8 30 34]",41,0,g
